unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
C#CC12CC3CC(O1)C23,CCC12CC3CC(O1)C23,150.7312678,2,3.25
C#CC12CC3CN(C1)C23,CCC12CC3CN(C1)C23,142.895463,2,3.27
C#CC12CC3OC(C1)C23,CCC12CC3OC(C1)C23,143.1435728,2,3.25
C#CC12CN3CC(O1)C23,CCC12CN3CC(O1)C23,151.5149795,2,3.22
C#CC12CC3CC1C2C3,CCC12CC3CC1C2C3,140.2844033,2,3.3
C#CC12CC3CC1C2O3,CCC12CC3CC1C2O3,141.031358,2,3.25
C#CC12CC3CC1N2C3,CCC12CC3CC1N2C3,146.9164163,2,3.27
C#CC12CC3OC1C2O3,CCC12CC3OC1C2O3,142.2325242,2,3.2
C#CC12OC3CC1C2C3,CCC12OC3CC1C2C3,149.459213,2,3.25
C#CC12OC3CC1C2O3,CCC12OC3CC1C2O3,150.4608412,2,3.2
C#CC12CC3CC1CC23,CCC12CC3CC1CC23,140.5390767,2,3.3
C#CC12CC3CC1OC23,CCC12CC3CC1OC23,143.9601033,2,3.25
C#CC12CC3OC1CC23,CCC12CC3OC1CC23,141.2164557,2,3.25
C#CC12NC3CC1OC23,CCC12NC3CC1OC23,148.2843017,2,3.22
C#CC12OC3CC1CC23,CCC12OC3CC1CC23,150.0236955,2,3.25
C#CC12OC3CC1NC23,CCC12OC3CC1NC23,152.6347553,2,3.22
C#CC12OC3CC1OC23,CCC12OC3CC1OC23,152.6662613,2,3.2
C#CC12CC3CCC1C23,CCC12CC3CCC1C23,141.0274198,2,3.3
C#CC12CC3COC1C23,CCC12CC3COC1C23,141.8741435,2,3.25
C#CC12CC3OCC1C23,CCC12CC3OCC1C23,142.3454208,2,3.25
C#CC12OC3CCC1C23,CCC12OC3CCC1C23,149.826783,2,3.25
C#CC12OC3COC1C23,CCC12OC3COC1C23,150.698449,2,3.2
C#CC12CC=C3CC1C23,CCC12CCC3CC1C23,198.7065917,3,4.95
C#CC12CC(CO1)CO2,CCC12CC(CO1)CO2,158.354407,2,3.15
C#CC12CCC(C1)OC2,CCC12CCC(C1)OC2,142.4058073,2,3.2
C#CC12CCC(CC1)C2,CCC12CCC(CC1)C2,141.2519,2,3.25
C#CC12CCC(CC1)O2,CCC12CCC(CC1)O2,149.2990575,2,3.2
C#CC12CCC(CO1)C2,CCC12CCC(CO1)C2,150.010568,2,3.2
C#CC12CCC(CO1)O2,CCC12CCC(CO1)O2,158.7863018,2,3.15
C#CC12CCC(OC1)O2,CCC12CCC(OC1)O2,150.7837777,2,3.15
C#CC12COC(C1)OC2,CCC12COC(C1)OC2,144.0493702,2,3.15
C#CC12COC(CO1)C2,CCC12COC(CO1)C2,151.4952883,2,3.15
C#CC12CCC1=CCC2,CCC12CCC1CCC2,148.5551658,3,4.87
C#CC12CCC1=CCO2,CCC12CCC1CCO2,157.866064,3,4.8
C#CC12CCC=C1CO2,CCC12CCCC1CO2,158.3150245,3,4.8
C#CC12CCC1C1CC21,CCC12CCC1C1CC21,141.5000098,2,3.3
C#CC12CCC1C1NC21,CCC12CCC1C1NC21,142.417622,2,3.27
C#CC12CCC1C1OC21,CCC12CCC1C1OC21,142.4780085,2,3.25
C#CC12COC1C1CC21,CCC12COC1C1CC21,143.3089793,2,3.25
C#CC12COC1C1CN21,CCC12COC1C1CN21,151.0843975,2,3.22
C#CC12COC1C1NC21,CCC12COC1C1NC21,142.716929,2,3.22
C#CC12COC1C1OC21,CCC12COC1C1OC21,143.026738,2,3.2
C#CC12OCC1C1CC21,CCC12OCC1C1CC21,149.9541198,2,3.25
C#CC12OCC1C1NC21,CCC12OCC1C1NC21,149.574735,2,3.22
C#CC12OCC1C1OC21,CCC12OCC1C1OC21,151.0069453,2,3.2
C#CC12OCC1N1CC21,CCC12OCC1N1CC21,151.0988377,2,3.22
C#CC12CC=CC1CO2,CCC12CCCC1CO2,133.0848447,3,4.8
C#CC12CCC1C=CC2,CCC12CCC1CCC2,131.0824633,3,4.87
C#CC12COC1C=CC2,CCC12COC1CCC2,136.0919173,3,4.8
C#CC12CCC1CC=C2,CCC12CCC1CCC2,131.3073812,3,4.87
C#CC12COC1CC=C2,CCC12COC1CCC2,134.6321393,3,4.8
C#CC12CCC1CCC2,CCC12CCC1CCC2,146.0578778,2,3.25
C#CC12CCC1CCO2,CCC12CCC1CCO2,150.3912655,2,3.2
C#CC12CCC1COC2,CCC12CCC1COC2,142.270594,2,3.2
C#CC12CCC1OCC2,CCC12CCC1OCC2,143.2709095,2,3.2
C#CC12CCC1OCO2,CCC12CCC1OCO2,151.990195,2,3.15
C#CC12CCCC1CO2,CCC12CCCC1CO2,141.5052608,2,3.2
C#CC12CCOC1CO2,CCC12CCOC1CO2,150.656441,2,3.15
C#CC12COC1CCC2,CCC12COC1CCC2,150.5186023,2,3.2
C#CC12COC1CCO2,CCC12COC1CCO2,151.7932825,2,3.15
C#CC12COC1COC2,CCC12COC1COC2,144.9512295,2,3.15
C#CC12COCC1CO2,CCC12COCC1CO2,150.0591397,2,3.15
C#CC12CCC3C1CC23,CCC12CCC3C1CC23,139.1593765,2,3.3
C#CC12CCC3C1OC23,CCC12CCC3C1OC23,145.0509985,2,3.25
C#CC12CCN3C1CC23,CCC12CCN3C1CC23,139.849883,2,3.27
C#CC12COC3C1CC23,CCC12COC3C1CC23,141.2138303,2,3.25
C#CC12COC3C1NC23,CCC12COC3C1NC23,146.3834398,2,3.22
C#CC12COC3C1OC23,CCC12COC3C1OC23,146.4175712,2,3.2
C#CC12OCC3C1CC23,CCC12OCC3C1CC23,150.0145063,2,3.25
C#CC12OCC3C1OC23,CCC12OCC3C1OC23,154.5027985,2,3.2
C#CC12CCC3CC1C23,CCC12CCC3CC1C23,142.0316735,2,3.3
C#CC12CCC3OC1C23,CCC12CCC3OC1C23,142.0881218,2,3.25
C#CC12COC3CC1C23,CCC12COC3CC1C23,143.4743858,2,3.25
C#CC12COC3CN1C23,CCC12COC3CN1C23,150.2442375,2,3.22
C#CC12OCC3CC1C23,CCC12OCC3CC1C23,150.147094,2,3.25
C#CC12OCC3OC1C23,CCC12OCC3OC1C23,150.7969052,2,3.2
C#CC1=CC2C3CC1C23,CCC1CC2C3CC1C23,131.6854532,3,4.95
C#CC1=CC2C3OC1C23,CCC1CC2C3OC1C23,135.7129702,3,4.87
C#CC1=CC2C3CC2C13,CCC1CC2C3CC2C13,140.9044588,3,4.95
C#CC1=CC2C3OC2C13,CCC1CC2C3OC2C13,141.083868,3,4.87
C#CC1=CC2CC(C1)O2,CCC1CC2CC(C1)O2,128.5304773,3,4.8
C#CC1=CC2CC(C2)C1,CCC1CC2CC(C2)C1,125.0499395,3,4.87
C#CC1=CC2CC3C2C13,CCC1CC2CC3C2C13,131.2785007,3,4.95
C#CC1=CC2OC3C2C13,CCC1CC2OC3C2C13,135.2666352,3,4.87
C#CC1=CC2CC1CO2,CCC1CC2CC1CO2,135.018963,3,4.8
C#CC1=CC2CCC1C2,CCC1CC2CCC1C2,131.406275,3,4.87
C#CC1=CC2CCC1O2,CCC1CC2CCC1O2,135.9615175,3,4.8
C#CC1=CC2COC1C2,CCC1CC2COC1C2,136.4139787,3,4.8
C#CC1=CC2COC1O2,CCC1CC2COC1O2,142.1524465,3,4.72
C#CC1=CC2OCC1O2,CCC1CC2OCC1O2,140.4406205,3,4.72
C#CC1=CC2CCC2C1,CCC1CC2CCC2C1,122.631854,3,4.87
C#CC1=CC2COC2C1,CCC1CC2COC2C1,123.7826982,3,4.8
C#CC1=CC=CC=CC1,CCC1CCCCCC1,110.4290551,5,7.99
C#CC1=CC=CCC=C1,CCC1CCCCCC1,111.5406918,5,7.99
C#CC1=CC=CCCC1,CCC1CCCCCC1,117.2640192,4,6.39
C#CC1=CC=CCOC1,CCC1CCCCOC1,119.1950745,4,6.29
C#CC1=CCC2(CC2)C1,CCC1CCC2(CC2)C1,125.9968698,3,4.87
C#CC1=CCC2(CO2)C1,CCC1CCC2(CO2)C1,126.9919343,3,4.8
C#CC1=CCC2CC1C2,CCC1CCC2CC1C2,125.336119,3,4.87
C#CC1=CCC2CC1O2,CCC1CCC2CC1O2,129.7513348,3,4.8
C#CC1=CCC2CC2C1,CCC1CCC2CC2C1,123.7258123,3,4.87
C#CC1=CCC2OC2C1,CCC1CCC2OC2C1,126.4134492,3,4.8
C#CC1=CCC2CCC12,CCC1CCC2CCC12,124.6517387,3,4.87
C#CC1=CCC2COC12,CCC1CCC2COC12,130.8855508,3,4.8
C#CC1=CCC2OCC12,CCC1CCC2OCC12,127.6526852,3,4.8
C#CC1=CCC=CC=C1,CCC1CCCCCC1,111.7160752,5,7.99
C#CC1=CCC=CCC1,CCC1CCCCCC1,121.6210365,4,6.39
C#CC1=CCCC11CC1,CCC1CCCC11CC1,123.5534045,3,4.87
C#CC1=CCCC11CO1,CCC1CCCC11CO1,125.939984,3,4.8
C#CC1=CCOC11CC1,CCC1CCOC11CC1,127.2658615,3,4.8
C#CC1=CCCC2CC12,CCC1CCCC2CC12,126.4738357,3,4.87
C#CC1=CCCC2OC12,CCC1CCCC2OC12,133.0900957,3,4.8
C#CC1=CCOC2CC12,CCC1CCOC2CC12,129.0757062,3,4.8
C#CC1=CCCC=CC1,CCC1CCCCCC1,122.2058666,4,6.39
C#CC1=CCCCC=C1,CCC1CCCCCC1,118.9600922,4,6.39
C#CC1=CCCCCC1,CCC1CCCCCC1,123.2899793,3,4.79
C#CC1=CCCCOC1,CCC1CCCCOC1,125.7071897,3,4.72
C#CC1=CCCOCC1,CCC1CCCOCC1,126.2462923,3,4.72
C#CC1=CCOCOC1,CCC1CCOCOC1,129.8817347,3,4.65
C#CC1C(C#C)C1C#C,CCC1C(CC)C1CC,142.1515713,6,9.59
C#CC1C2C1C1CC2C1,CCC1C2C1C1CC2C1,142.086809,2,3.3
C#CC1C2C1C1CC2O1,CCC1C2C1C1CC2O1,141.939781,2,3.25
C#CC1C2C3CC(C3)N12,CCC1C2C3CC(C3)N12,137.4094807,2,3.27
C#CC1C2C1C1CCC21,CCC1C2C1C1CCC21,142.4451898,2,3.3
C#CC1C2C1C1OCC21,CCC1C2C1C1OCC21,143.3851187,2,3.25
C#CC1C2C3OCC3N12,CCC1C2C3OCC3N12,143.6056608,2,3.22
C#CC1C2C3C2C2C3C12,CCC1C2C3C2C2C3C12,143.5492125,2,3.36
C#CC1C2C3C2C2C3N12,CCC1C2C3C2C2C3N12,148.8002125,2,3.33
C#CC1C2C3C2N2C3C12,CCC1C2C3C2N2C3C12,144.5088327,2,3.33
C#CC1C2C3C4C1C2N34,CCC1C2C3C4C1C2N34,142.2837215,2,3.33
C#CC1C2C3C4C2C1N34,CCC1C2C3C4C2C1N34,141.7153008,2,3.33
C#CC1C2C3C4C3C2C14,CCC1C2C3C4C3C2C14,140.9762225,2,3.36
C#CC1C2C3C4C3N1C24,CCC1C2C3C4C3N1C24,145.3293015,2,3.33
C#CC1C2C3C4C3N2C14,CCC1C2C3C4C3N2C14,142.3322933,2,3.33
C#CC1C2C3C=CC1C23,CCC1C2C3CCC1C23,135.712095,3,4.95
C#CC1C2C3C=CC2C13,CCC1C2C3CCC2C13,143.7443747,3,4.95
C#CC1C2C3CC1CC23,CCC1C2C3CC1CC23,140.3185347,2,3.3
C#CC1C2C3CC1CN23,CCC1C2C3CC1CN23,140.56927,2,3.27
C#CC1C2C3CC1OC23,CCC1C2C3CC1OC23,140.8226307,2,3.25
C#CC1C2C3OC1OC23,CCC1C2C3OC1OC23,145.352931,2,3.2
C#CC1C2CC3C(C2)N13,CCC1C2CC3C(C2)N13,145.3818115,2,3.27
C#CC1C2C3CC=C1C23,CCC1C2C3CCC1C23,196.7243392,3,4.95
C#CC1C2C3CCC1C23,CCC1C2C3CCC1C23,138.5660135,2,3.3
C#CC1C2C3COC1C23,CCC1C2C3COC1C23,141.230896,2,3.25
C#CC1C2C3OCC1C23,CCC1C2C3OCC1C23,143.010985,2,3.25
C#CC1C2OCC3C2N13,CCC1C2OCC3C2N13,145.1245125,2,3.22
C#CC1C2C3CCC2C13,CCC1C2C3CCC2C13,138.9178305,2,3.3
C#CC1C2C3COC2C13,CCC1C2C3COC2C13,140.0979927,2,3.25
C#CC1C2C=CC1C=C2,CCC1C2CCC1CC2,141.2453362,4,6.5
C#CC1C2CC(C#C)C12,CCC1C2CC(CC)C12,140.7143289,4,6.5
C#CC1C2OC(C#C)C12,CCC1C2OC(CC)C12,147.1461475,4,6.39
C#CC1C2CC1C1CC21,CCC1C2CC1C1CC21,138.2877105,2,3.3
C#CC1C2CC1C1OC21,CCC1C2CC1C1OC21,138.7865555,2,3.25
C#CC1C2CC1N1CC21,CCC1C2CC1N1CC21,138.2312622,2,3.27
C#CC1C2OC1C1CC21,CCC1C2OC1C1CC21,145.0418093,2,3.25
C#CC1C2OC1C1NC21,CCC1C2OC1C1NC21,144.255472,2,3.22
C#CC1C2OC1C1OC21,CCC1C2OC1C1OC21,145.358182,2,3.2
C#CC1C2CC1C21CC1,CCC1C2CC1C21CC1,138.059292,2,3.3
C#CC1C2CC1C21CO1,CCC1C2CC1C21CO1,139.4416177,2,3.25
C#CC1C2OC1C21CC1,CCC1C2OC1C21CC1,144.8790283,2,3.25
C#CC1C2CC1C2C#C,CCC1C2CC1C2CC,137.8505648,4,6.5
C#CC1C2OC1C2C#C,CCC1C2OC1C2CC,142.359861,4,6.39
C#CC1C2CC1C=CC2,CCC1C2CC1CCC2,128.2679273,3,4.87
C#CC1C2CC=CC1O2,CCC1C2CCCC1O2,131.5498023,3,4.8
C#CC1C2CC1CCC2,CCC1C2CC1CCC2,140.0822398,2,3.25
C#CC1C2CC1COC2,CCC1C2CC1COC2,140.7648698,2,3.2
C#CC1C2CC1OCC2,CCC1C2CC1OCC2,139.603086,2,3.2
C#CC1C2CCCC1O2,CCC1C2CCCC1O2,138.8088723,2,3.2
C#CC1C2CN1CCO2,CCC1C2CN1CCO2,146.691936,2,3.17
C#CC1C2COCC1O2,CCC1C2COCC1O2,142.5160782,2,3.15
C#CC1C2CC2C11CC1,CCC1C2CC2C11CC1,141.5735237,2,3.3
C#CC1C2CC2C11CO1,CCC1C2CC2C11CO1,142.6105962,2,3.25
C#CC1C2NC2C11CC1,CCC1C2NC2C11CC1,145.0444348,2,3.27
C#CC1C2NC2C11CN1,CCC1C2NC2C11CN1,145.410692,2,3.25
C#CC1C2NC2C11CO1,CCC1C2NC2C11CO1,145.9423558,2,3.22
C#CC1C2OC2C11CC1,CCC1C2OC2C11CC1,145.0418092,2,3.25
C#CC1C2OC2C11CN1,CCC1C2OC2C11CN1,145.5078355,2,3.22
C#CC1C2OC2C11CO1,CCC1C2OC2C11CO1,146.0552523,2,3.2
C#CC1N2CC2C11CC1,CCC1N2CC2C11CC1,144.281727,2,3.27
C#CC1N2CC2C11CN1,CCC1N2CC2C11CN1,144.7923867,2,3.25
C#CC1N2CC2C11CO1,CCC1N2CC2C11CO1,145.3030465,2,3.22
C#CC1C2CC2C1C#C,CCC1C2CC2C1CC,142.1084694,4,6.5
C#CC1C2OC2C1C#C,CCC1C2OC2C1CC,145.5885696,4,6.39
C#CC1C2CC2C2CC12,CCC1C2CC2C2CC12,142.8232617,2,3.3
C#CC1C2CC2C2OC12,CCC1C2CC2C2OC12,145.6430488,2,3.25
C#CC1C2NC2C2CN12,CCC1C2NC2C2CN12,148.330248,2,3.25
C#CC1C2NC2C2NC12,CCC1C2NC2C2NC12,148.1175825,2,3.25
C#CC1C2NC2C2OC12,CCC1C2NC2C2OC12,148.414264,2,3.22
C#CC1C2OC2C2CN12,CCC1C2OC2C2CN12,149.0667008,2,3.22
C#CC1C2OC2C2OC12,CCC1C2OC2C2OC12,149.091643,2,3.2
C#CC1C2CC3(CC3)C12,CCC1C2CC3(CC3)C12,140.1688813,2,3.3
C#CC1C2CC3(CO3)C12,CCC1C2CC3(CO3)C12,143.478324,2,3.25
C#CC1C2N1CC21CC1,CCC1C2N1CC21CC1,149.0312565,2,3.27
C#CC1C2N1CC21CN1,CCC1C2N1CC21CN1,149.763771,2,3.25
C#CC1C2N1CC21CO1,CCC1C2N1CC21CO1,150.4372117,2,3.22
C#CC1C2OC3(CC3)C12,CCC1C2OC3(CC3)C12,144.502269,2,3.25
C#CC1C2CC3C2CC13,CCC1C2CC3C2CC13,139.0871752,2,3.3
C#CC1C2CC3C2OC13,CCC1C2CC3C2OC13,138.5489478,2,3.25
C#CC1C2NC3C2OC13,CCC1C2NC3C2OC13,143.7133063,2,3.22
C#CC1C2OC3C2OC13,CCC1C2OC3C2OC13,144.6611118,2,3.2
C#CC1C2CC3CC1C23,CCC1C2CC3CC1C23,139.0792988,2,3.3
C#CC1C2CC3CC1N23,CCC1C2CC3CC1N23,139.8616978,2,3.27
C#CC1C2CC3OC1C23,CCC1C2CC3OC1C23,142.9821045,2,3.25
C#CC1C2CN3CC1C23,CCC1C2CN3CC1C23,139.5689545,2,3.27
C#CC1C2OC3CN1C23,CCC1C2OC3CN1C23,146.2049058,2,3.22
C#CC1C2CC3CC2C13,CCC1C2CC3CC2C13,138.2023817,2,3.3
C#CC1C2CC3OC2C13,CCC1C2CC3OC2C13,138.9348963,2,3.25
C#CC1C2OC3CC2C13,CCC1C2OC3CC2C13,143.756627,2,3.25
C#CC1C2C3NC3CN12,CCC1C2C3NC3CN12,144.1845835,2,3.25
C#CC1C2C3OC3CN12,CCC1C2C3OC3CN12,143.7474378,2,3.22
C#CC1C2CC3CC3C12,CCC1C2CC3CC3C12,135.4114753,2,3.3
C#CC1C2CC3OC3C12,CCC1C2CC3OC3C12,142.0461137,2,3.25
C#CC1C2OC3CC3C12,CCC1C2OC3CC3C12,138.946711,2,3.25
C#CC1C2CC=CCC12,CCC1C2CCCCC12,124.1135112,3,4.87
C#CC1C2CCC12C#C,CCC1C2CCC12CC,140.4452151,4,6.5
C#CC1C2COC12C#C,CCC1C2COC12CC,146.8258365,4,6.39
C#CC1C2OCC12C#C,CCC1C2OCC12CC,142.5134528,4,6.39
C#CC1C2CCC1C=C2,CCC1C2CCC1CC2,135.454796,3,4.87
C#CC1C2CCC1CC2,CCC1C2CCC1CC2,138.4714955,2,3.25
C#CC1C2CCC1OC2,CCC1C2CCC1OC2,139.366791,2,3.2
C#CC1C2COC1CO2,CCC1C2COC1CO2,142.7930685,2,3.15
C#CC1C2COC1OC2,CCC1C2COC1OC2,142.926969,2,3.15
C#CC1C2CCC=CC12,CCC1C2CCCCC12,125.714191,3,4.87
C#CC1C2CCCCC12,CCC1C2CCCCC12,135.0412797,2,3.25
C#CC1C2CCCOC12,CCC1C2CCCOC12,136.99859,2,3.2
C#CC1C2CCOCC12,CCC1C2CCOCC12,140.0481082,2,3.2
C#CC1C2COCCN12,CCC1C2COCCN12,142.2036438,2,3.17
C#CC1C2COCOC12,CCC1C2COCOC12,144.7766338,2,3.15
C#CC1C2OCCOC12,CCC1C2OCCOC12,141.6811693,2,3.15
C#CC1C=CC2CC1C2,CCC1CCC2CC1C2,130.9503132,3,4.87
C#CC1C=CC2CC1O2,CCC1CCC2CC1O2,136.9347028,3,4.8
C#CC1C=CC2CCC12,CCC1CCC2CCC12,130.7043913,3,4.87
C#CC1C=CC2COC12,CCC1CCC2COC12,137.129865,3,4.8
C#CC1C=CC2OCC12,CCC1CCC2OCC12,135.5239342,3,4.8
C#CC1C=CC=CC=C1,CCC1CCCCCC1,116.1605216,5,7.99
C#CC1C=CCC11CC1,CCC1CCCC11CC1,131.2102377,3,4.87
C#CC1C=CCC11CO1,CCC1CCCC11CO1,132.5833742,3,4.8
C#CC1C=CCC2CC12,CCC1CCCC2CC12,129.7705885,3,4.87
C#CC1C=CCC2OC12,CCC1CCCC2OC12,133.842739,3,4.8
C#CC1C=CCCC=C1,CCC1CCCCCC1,128.7532073,4,6.39
C#CC1CC(C1)C1CC1,CCC1CC(C1)C1CC1,141.8859583,2,3.25
C#CC1CC(C1)C1CO1,CCC1CC(C1)C1CO1,141.7730618,2,3.2
C#CC1CC(C1)N1CC1,CCC1CC(C1)N1CC1,141.5065735,2,3.22
C#CC1CC(O1)C1CC1,CCC1CC(O1)C1CC1,150.6118075,2,3.2
C#CC1CC(O1)C1CN1,CCC1CC(O1)C1CN1,151.6633203,2,3.17
C#CC1CC(O1)C1CO1,CCC1CC(O1)C1CO1,151.024011,2,3.15
C#CC1CC1(C#C)C#C,CCC1CC1(CC)CC,142.7501853,6,9.59
C#CC1OC1(C#C)C#C,CCC1OC1(CC)CC,150.4612788,6,9.44
C#CC1CC11C2CC1C2,CCC1CC11C2CC1C2,140.4563735,2,3.3
C#CC1CC11C2CC1O2,CCC1CC11C2CC1O2,141.6391612,2,3.25
C#CC1NC11C2CC1O2,CCC1NC11C2CC1O2,148.5416008,2,3.22
C#CC1OC11C2CC1C2,CCC1OC11C2CC1C2,149.5865498,2,3.25
C#CC1OC11C2CC1O2,CCC1OC11C2CC1O2,150.588178,2,3.2
C#CC1CC11CC2CC12,CCC1CC11CC2CC12,139.9929728,2,3.3
C#CC1CC11CC2NC12,CCC1CC11CC2NC12,141.4921332,2,3.27
C#CC1CC11CC2OC12,CCC1CC11CC2OC12,142.0146077,2,3.25
C#CC1CC11CN2CC12,CCC1CC11CN2CC12,140.8173798,2,3.27
C#CC1CC11OC2CC12,CCC1CC11OC2CC12,144.255472,2,3.25
C#CC1NC11CC2NC12,CCC1NC11CC2NC12,148.1320227,2,3.25
C#CC1NC11CC2OC12,CCC1NC11CC2OC12,148.6636865,2,3.22
C#CC1NC11CN2CC12,CCC1NC11CN2CC12,147.7185065,2,3.25
C#CC1OC11CC2CC12,CCC1OC11CC2CC12,148.8264675,2,3.25
C#CC1OC11CC2NC12,CCC1OC11CC2NC12,150.0131935,2,3.22
C#CC1OC11CC2OC12,CCC1OC11CC2OC12,150.540919,2,3.2
C#CC1OC11CN2CC12,CCC1OC11CN2CC12,149.742767,2,3.22
C#CC1CC11CC=CC1,CCC1CC11CCCC1,128.449962,3,4.87
C#CC1OC11CC=CC1,CCC1OC11CCCC1,134.971704,3,4.8
C#CC1CC11CCC=C1,CCC1CC11CCCC1,127.4487713,3,4.87
C#CC1OC11CCC=C1,CCC1OC11CCCC1,133.8978745,3,4.8
C#CC1CC11CCCC1,CCC1CC11CCCC1,138.9493365,2,3.25
C#CC1CC11CCCO1,CCC1CC11CCCO1,138.400607,2,3.2
C#CC1CC11CCOC1,CCC1CC11CCOC1,139.723859,2,3.2
C#CC1CC11COCO1,CCC1CC11COCO1,139.8800762,2,3.15
C#CC1NC11CCOC1,CCC1NC11CCOC1,146.8481533,2,3.17
C#CC1OC11CCCC1,CCC1OC11CCCC1,147.8760365,2,3.2
C#CC1OC11CCOC1,CCC1OC11CCOC1,148.7621428,2,3.15
C#CC1CC1C1CCC1,CCC1CC1C1CCC1,138.7025395,2,3.25
C#CC1CC1C1CCO1,CCC1CC1C1CCO1,143.1173178,2,3.2
C#CC1CC1C1COC1,CCC1CC1C1COC1,139.130496,2,3.2
C#CC1CN1C1CCC1,CCC1CN1C1CCC1,140.6808538,2,3.22
C#CC1CN1C1COC1,CCC1CN1C1COC1,141.1757605,2,3.17
C#CC1NC1C1CCO1,CCC1NC1C1CCO1,147.4283887,2,3.17
C#CC1OC1C1CCC1,CCC1OC1C1CCC1,147.0043705,2,3.2
C#CC1OC1C1CCO1,CCC1OC1C1CCO1,151.3508858,2,3.15
C#CC1OC1C1COC1,CCC1OC1C1COC1,147.3286198,2,3.15
C#CC1CC1CC1CC1,CCC1CC1CC1CC1,138.3625372,2,3.25
C#CC1CC1CC1CO1,CCC1CC1CC1CO1,138.5331947,2,3.2
C#CC1CC1CN1CC1,CCC1CC1CN1CC1,138.7143543,2,3.22
C#CC1CC1OC1CC1,CCC1CC1OC1CC1,143.903655,2,3.2
C#CC1CN1CC1CN1,CCC1CN1CC1CN1,142.3992435,2,3.2
C#CC1CN1CC1CO1,CCC1CN1CC1CO1,141.572211,2,3.17
C#CC1OC1CC1CC1,CCC1OC1CC1CC1,146.6473025,2,3.2
C#CC1OC1CC1CO1,CCC1OC1CC1CO1,146.8271493,2,3.15
C#CC1OC1CN1CC1,CCC1OC1CN1CC1,147.0660698,2,3.17
C#CC1CC2(CCC2)C1,CCC1CC2(CCC2)C1,141.93453,2,3.25
C#CC1CC2(CCC2)O1,CCC1CC2(CCC2)O1,151.213047,2,3.2
C#CC1CC2(CCO2)C1,CCC1CC2(CCO2)C1,142.8994013,2,3.2
C#CC1CC2(COC2)C1,CCC1CC2(COC2)C1,142.8455785,2,3.2
C#CC1CC2(COC2)O1,CCC1CC2(COC2)O1,151.8208503,2,3.15
C#CC1CC23CC(C2)C13,CCC1CC23CC(C2)C13,137.4987477,2,3.3
C#CC1CC23CC(C2)N13,CCC1CC23CC(C2)N13,139.5466377,2,3.27
C#CC1CC23CC(O2)C13,CCC1CC23CC(O2)C13,144.3197967,2,3.25
C#CC1CC23CN(C2)C13,CCC1CC23CN(C2)C13,139.077986,2,3.27
C#CC1OC23CC(C2)C13,CCC1OC23CC(C2)C13,146.5120892,2,3.25
C#CC1OC23CN(C2)C13,CCC1OC23CN(C2)C13,147.820901,2,3.22
C#CC1CC2=CCCC12,CCC1CC2CCCC12,146.3777512,3,4.87
C#CC1CC2=CCOC12,CCC1CC2CCOC12,152.6010613,3,4.8
C#CC1CC2C3CC1C23,CCC1CC2C3CC1C23,140.67429,2,3.3
C#CC1CC2C3OC1C23,CCC1CC2C3OC1C23,144.7897613,2,3.25
C#CC1OC2C3CC1C23,CCC1OC2C3CC1C23,149.2675515,2,3.25
C#CC1OC2C3OC1C23,CCC1OC2C3OC1C23,153.875304,2,3.2
C#CC1CC2C3CC2C13,CCC1CC2C3CC2C13,141.6063425,2,3.3
C#CC1CC2C3OC2C13,CCC1CC2C3OC2C13,142.937471,2,3.25
C#CC1OC2C3CC2C13,CCC1OC2C3CC2C13,150.005317,2,3.25
C#CC1OC2C3OC2C13,CCC1OC2C3OC2C13,151.4677205,2,3.2
C#CC1CC2C3CC3C12,CCC1CC2C3CC3C12,138.3520352,2,3.3
C#CC1CC2C3OC3C12,CCC1CC2C3OC3C12,142.9965447,2,3.25
C#CC1OC2C3CC3C12,CCC1OC2C3CC3C12,146.172087,2,3.25
C#CC1OC2C3CN3C12,CCC1OC2C3CN3C12,146.3361807,2,3.22
C#CC1OC2C3NC3C12,CCC1OC2C3NC3C12,150.1326538,2,3.22
C#CC1OC2C3OC3C12,CCC1OC2C3OC3C12,150.7325805,2,3.2
C#CC1CC2C=CCC12,CCC1CC2CCCC12,130.639629,3,4.87
C#CC1OC2C=CCC12,CCC1OC2CCCC12,138.7725528,3,4.8
C#CC1CC2CC(C1)O2,CCC1CC2CC(C1)O2,140.5915868,2,3.2
C#CC1CC2CC(C2)C1,CCC1CC2CC(C2)C1,142.2010182,2,3.25
C#CC1CC2CC(C2)O1,CCC1CC2CC(C2)O1,152.6373807,2,3.2
C#CC1CN2CC(C2)O1,CCC1CN2CC(C2)O1,152.210737,2,3.17
C#CC1OC2CC(C2)O1,CCC1OC2CC(C2)O1,160.2211375,2,3.15
C#CC1CC2CC12C#C,CCC1CC2CC12CC,141.5892768,4,6.5
C#CC1CC2OC12C#C,CCC1CC2OC12CC,147.8215574,4,6.39
C#CC1OC2CC12C#C,CCC1OC2CC12CC,146.5882288,4,6.39
C#CC1CC2CC3C2C13,CCC1CC2CC3C2C13,140.8331328,2,3.3
C#CC1CC2OC3C2C13,CCC1CC2OC3C2C13,144.6663627,2,3.25
C#CC1OC2CC3C2C13,CCC1OC2CC3C2C13,148.4063875,2,3.25
C#CC1OC2CN3C2C13,CCC1OC2CN3C2C13,149.0745773,2,3.22
C#CC1CC2CC=CC12,CCC1CC2CCCC12,128.9339292,3,4.87
