,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
5428,O=C1C2OC3CC2OC13,OC1C2OC3CC2OC13,-457.264512,-458.466335,1,1.57,91.15736
5429,O=C1C2CC3CCC1C23,OC1C2CC3CCC1C23,-385.435322,-386.622424,1,1.62,52.5073745
5430,O=C1C2CC3CCC1N23,OC1C2CC3CCC1N23,-401.468629,-402.657526,1,1.61,57.220147
5431,O=C1C2CC3COC1C23,OC1C2CC3COC1C23,-421.335702,-422.533267,1,1.6,79.977981
5432,O=C1C2CC3OCC1C23,OC1C2CC3OCC1C23,-421.341561,-422.52934,1,1.6,54.284838
5433,O=C1C2CCC3OC1C23,OC1C2CCC3OC1C23,-421.341142,-422.537901,1,1.6,77.861828
5434,O=C1C2OC3COC1C23,OC1C2OC3COC1C23,-457.238599,-458.442179,1,1.57,95.7703635
5435,O=C1C2CC3CCC2C13,OC1C2CC3CCC2C13,-385.452957,-386.645187,1,1.62,65.9709385
5436,O=C1C2CC3COC2C13,OC1C2CC3COC2C13,-421.355838,-422.549913,1,1.6,70.814986
5437,O=C1C2CC3OCC2C13,OC1C2CC3OCC2C13,-421.357083,-422.549942,1,1.6,67.622378
5438,O=C1C2OC3CCC2C13,OC1C2OC3CCC2C13,-421.35131,-422.553434,1,1.6,91.9476355
5439,O=C1C2OC3COC2C13,OC1C2OC3COC2C13,-457.250087,-458.454054,1,1.57,96.786432
5440,O=C1C2OC3OCC2C13,OC1C2OC3OCC2C13,-457.262498,-458.464189,1,1.57,90.810794
5441,O=C1C2CCC(C2)C1=O,OC1C2CCC(C2)C1O,-421.394262,-423.783059,2,3.15,71.66433525
5442,O=C1C2CCC(O2)C1=O,OC1C2CCC(O2)C1O,-457.295549,-459.6917,2,3.1,81.31829875
5443,O=C1C2COC(C2)C1=O,OC1C2COC(C2)C1O,-457.291357,-459.685147,2,3.1,78.218896
5444,O=C1C2COC(O2)C1=O,OC1C2COC(O2)C1O,-493.198319,-495.604855,2,3.05,94.9512075
5445,O=C1C2CCC11CCC21,OC1C2CCC11CCC21,-385.400022,-386.590204,1,1.62,60.5939145
5446,O=C1C2CCC11CCN21,OC1C2CCC11CCN21,-401.436408,-402.624979,1,1.61,56.364234
5447,O=C1C2CCC11COC21,OC1C2CCC11COC21,-421.297975,-422.491519,1,1.6,69.4208455
5448,O=C1C2CCC11OCC21,OC1C2CCC11OCC21,-421.293802,-422.489084,1,1.6,73.9839645
5449,O=C1C2COC11CCC21,OC1C2COC11CCC21,-421.289595,-422.482748,1,1.6,68.394275
5450,O=C1C2COC11COC21,OC1C2COC11COC21,-457.181526,-458.378576,1,1.57,78.6258485
5451,O=C1C2OCC11CCC21,OC1C2OCC11CCC21,-421.291231,-422.491002,1,1.6,85.769834
5452,O=C1C2OCC11COC21,OC1C2OCC11COC21,-457.18653,-458.38909,1,1.57,93.0923535
5453,O=C1C2OCC11OCC21,OC1C2OCC11OCC21,-457.181048,-458.385378,1,1.57,97.7394885
5454,O=C1C2CCC1C1CC21,OC1C2CCC1C1CC21,-385.44912,-386.638919,1,1.62,59.588348
5455,O=C1C2CCC1C1NC21,OC1C2CCC1C1NC21,-401.486615,-402.679641,1,1.61,68.0608365
5456,O=C1C2CCC1C1OC21,OC1C2CCC1C1OC21,-421.357385,-422.55178,1,1.6,71.655146
5457,O=C1C2CCC1N1CC21,OC1C2CCC1N1CC21,-401.479386,-402.669539,1,1.61,60.517775
5458,O=C1C2COC1C1CC21,OC1C2COC1C1CC21,-421.345817,-422.544238,1,1.6,82.225409
5459,O=C1C2COC1C1NC21,OC1C2COC1C1NC21,-437.382297,-438.582247,1,1.59,86.2397985
5460,O=C1C2COC1C1OC21,OC1C2COC1C1OC21,-457.251899,-458.452905,1,1.57,89.0123265
5461,O=C1C2OCC1N1CC21,OC1C2OCC1N1CC21,-437.374242,-438.573285,1,1.59,83.85847
5462,O=C1C2CCC1C21CC1,OC1C2CCC1C21CC1,-385.414245,-386.609576,1,1.62,74.112614
5463,O=C1C2CCC1C21CN1,OC1C2CCC1C21CN1,-401.451615,-402.648052,1,1.61,77.016417
5464,O=C1C2CCC1C21CO1,OC1C2CCC1C21CO1,-421.323035,-422.520268,1,1.6,79.106315
5465,O=C1C2COC1C21CC1,OC1C2COC1C21CC1,-421.307915,-422.511496,1,1.6,95.772989
5466,O=C1C2COC1C21CN1,OC1C2COC1C21CN1,-437.342242,-438.547651,1,1.59,100.572403
5467,O=C1C2COC1C21CO1,OC1C2COC1C21CO1,-457.212706,-458.419155,1,1.57,103.302923
5468,C#CC1C2CCC1C2=O,CCC1C2CCC1C2O,-384.198668,-387.827835,3,4.8,111.8970597
5469,O=C1C2CCC1C=CC2,OC1C2CCC1CCC2,-385.47255,-387.87383,2,3.2,88.0513935
5470,O=C1C2COC1C=CC2,OC1C2COC1CCC2,-421.371538,-423.781931,2,3.15,100.0144842
5471,O=C1C2CCC1CCC2,OC1C2CCC1CCC2,-386.682595,-387.87383,1,1.6,63.358566
5472,O=C1C2CCC1COC2,OC1C2CCC1COC2,-422.584222,-423.776474,1,1.57,66.0286995
5473,O=C1C2CCC1OCC2,OC1C2CCC1OCC2,-422.57959,-423.777866,1,1.57,81.8447115
5474,O=C1C2CCC1OCO2,OC1C2CCC1OCO2,-458.48301,-459.686466,1,1.55,95.4448015
5475,O=C1C2COC1CCC2,OC1C2COC1CCC2,-422.584879,-423.781931,1,1.57,78.6310995
5476,O=C1C2CCOC1CO2,OC1C2CCOC1CO2,-458.480034,-459.68267,1,1.55,93.2918915
5477,O=C1C2COC1COC2,OC1C2COC1COC2,-458.482965,-459.681878,1,1.55,83.517155
5478,O=C1C2COC1OCC2,OC1C2COC1OCC2,-458.491038,-459.691635,1,1.55,87.938497
5479,O=C1C2CCC22CCC12,OC1C2CCC22CCC12,-385.402383,-386.586182,1,1.62,43.835348
5480,O=C1C2CCC22COC12,OC1C2CCC22COC12,-421.300533,-422.494884,1,1.6,71.539624
5481,O=C1C2CCC22OCC12,OC1C2CCC22OCC12,-421.310352,-422.495914,1,1.6,48.4641045
5482,O=C1C2COC22COC12,OC1C2COC22COC12,-457.204243,-458.400624,1,1.57,76.869389
5483,O=C1C2OCC22COC12,OC1C2OCC22COC12,-457.197299,-458.391509,1,1.57,71.1694285
5484,O=C1C2CCC2C11CC1,OC1C2CCC2C11CC1,-385.403258,-386.586508,1,1.62,42.3939485
5485,O=C1C2CCC2C11CN1,OC1C2CCC2C11CN1,-401.4392,-402.625405,1,1.61,50.152301
5486,O=C1C2CCC2C11CO1,OC1C2CCC2C11CO1,-421.304202,-422.49599,1,1.6,64.8104675
5487,O=C1C2CCN2C11CC1,OC1C2CCN2C11CC1,-401.431672,-402.615338,1,1.61,43.4861565
5488,O=C1C2COC2C11CC1,OC1C2COC2C11CC1,-421.30912,-422.49391,1,1.6,46.4372185
5489,O=C1C2COC2C11CN1,OC1C2COC2C11CN1,-437.343706,-438.53077,1,1.59,52.4076055
5490,O=C1C2COC2C11CO1,OC1C2COC2C11CO1,-457.207997,-458.40083,1,1.57,67.554115
5491,O=C1C2OCC2C11CC1,OC1C2OCC2C11CC1,-421.303976,-422.496832,1,1.6,67.6145015
5492,O=C1C2OCC2C11CN1,OC1C2OCC2C11CN1,-437.339756,-438.534908,1,1.59,73.6426495
5493,O=C1C2OCC2C11CO1,OC1C2OCC2C11CO1,-457.204487,-458.405075,1,1.57,87.9148675
5494,O=C1C2CCC3CC2C13,OC1C2CCC3CC2C13,-385.43345,-386.619526,1,1.62,49.8136115
5495,O=C1C2CCC3CN2C13,OC1C2CCC3CN2C13,-401.458519,-402.648446,1,1.61,59.924412
5496,O=C1C2CCC3OC2C13,OC1C2CCC3OC2C13,-421.340581,-422.528284,1,1.6,54.0853
5497,O=C1C2COC3CC2C13,OC1C2COC3CC2C13,-421.333695,-422.526726,1,1.6,68.073964
5498,O=C1C2COC3CN2C13,OC1C2COC3CN2C13,-437.357122,-438.547253,1,1.59,60.460014
5499,O=C1C2OCC3CC2C13,OC1C2OCC3CC2C13,-421.330441,-422.522475,1,1.6,65.4563405
5500,O=C1C2OCC3OC2C13,OC1C2OCC3OC2C13,-457.231437,-458.426881,1,1.57,74.4092955
5501,O=C1C=C2C3C4C(C13)N24,OC1CC2C3C4C(C13)N24,-398.956682,-401.430298,2,3.28,183.0104775
5502,O=C1C=C2C3C4C1C2N34,OC1CC2C3C4C1C2N34,-398.965797,-401.436024,2,3.28,178.5615677
5503,O=C1C=C2C3C4C2C1N34,OC1CC2C3C4C2C1N34,-398.95591,-401.430718,2,3.28,184.5752755
5504,O=C1C=C2C3C4C3C1C24,OC1CC2C3C4C3C1C24,-382.927611,-385.393036,2,3.3,172.2577422
5505,O=C1C=C2C=CC3C1C23,OC1CC2CCC3C1C23,-382.991239,-386.64454,3,4.87,133.018332
5506,O=C1C=C2CC3CC1C23,OC1CC2CC3CC1C23,-384.198692,-386.618726,2,3.25,112.670707
5507,O=C1C=C2CC3OC1C23,OC1CC2CC3OC1C23,-420.095151,-422.532665,2,3.2,135.617577
5508,O=C1C=C2CCC3C1C23,OC1CC2CCC3C1C23,-384.216771,-386.64454,2,3.25,122.8248283
5509,O=C1C=C2CCN3C1C23,OC1CC2CCN3C1C23,-400.239099,-402.67501,2,3.22,133.5132387
5510,O=C1C=C2COC3C1C23,OC1CC2COC3C1C23,-420.10959,-422.552883,2,3.2,143.2039592
5511,O=C1C=CC(=O)C11CC1,OC1CCC(O)C11CC1,-420.185088,-423.75724,3,4.72,61.99943217
5512,O=C1C=CC(=O)C11CN1,OC1CCC(O)C11CN1,-436.214696,-439.793403,3,4.68,67.73614967
5513,O=C1C=CC(=O)C11CO1,OC1CCC(O)C11CO1,-456.077043,-459.662395,3,4.65,73.55163217
5514,O=C1C=CC(=O)C2CC12,OC1CCC(O)C2CC12,-420.183238,-423.757196,3,4.72,63.57998317
5515,O=C1C=CC(=O)C2NC12,OC1CCC(O)C2NC12,-436.215334,-439.804857,3,4.68,77.20195233
5516,O=C1C=CC(=O)C2OC12,OC1CCC(O)C2OC12,-456.081779,-459.67361,3,4.65,79.221837
5517,O=C1C=CC2(CC2)C1=O,OC1CCC2(CC2)C1O,-420.168588,-423.756042,3,4.72,75.3912325
5518,O=C1C=CC2(CN2)C1=O,OC1CCC2(CN2)C1O,-436.198667,-439.798332,3,4.68,86.07789267
5519,O=C1C=CC2(CO2)C1=O,OC1CCC2(CO2)C1O,-456.067316,-459.668014,3,4.65,86.98193983
5520,O=C1C=CC23CC(C2)C13,OC1CCC23CC(C2)C13,-384.176562,-386.574586,2,3.25,83.7770795
5521,O=C1C=CC23CC(O2)C13,OC1CCC23CC(O2)C13,-420.076192,-422.48438,2,3.2,97.1198705
5522,O=C1C=CC23CC12CC3,OC1CCC23CC12CC3,-384.213532,-386.60742,2,3.25,78.3475455
5523,O=C1C=CC23CC12CO3,OC1CCC23CC12CO3,-420.106842,-422.505553,2,3.2,84.67893875
5524,O=C1C=CC23CC12OC3,OC1CCC23CC12OC3,-420.103746,-422.505913,2,3.2,89.21580275
5525,O=C1C=CC23CCC12N3,OC1CCC23CCC12N3,-400.244034,-402.644919,2,3.22,87.53285725
5526,O=C1C=CC23CCC12O3,OC1CCC23CCC12O3,-420.109754,-422.519208,2,3.2,98.781812
5527,O=C1C=CC2=CCCC12,OC1CCC2CCCC12,-384.266547,-387.869163,3,4.8,88.6605095
5528,O=C1C=CC2=CCOC12,OC1CCC2CCOC12,-420.159205,-423.773822,3,4.72,99.16338467
5529,O=C1C=CC2C3CC12C3,OC1CCC2C3CC12C3,-384.177781,-386.5772,2,3.25,85.60836575
5530,O=C1C=CC2C3CC12O3,OC1CCC2C3CC12O3,-420.061395,-422.467547,2,3.2,94.4471115
5531,O=C1C=CC2C3C1CN23,OC1CCC2C3C1CN23,-400.259347,-402.649819,2,3.22,73.8631915
5532,O=C1C=CC2C3CC1C23,OC1CCC2C3CC1C23,-384.229308,-386.618441,2,3.25,72.10541925
5533,O=C1C=CC2C3CC1N23,OC1CCC2C3CC1N23,-400.262021,-402.655277,2,3.22,77.5178875
5534,O=C1C=CC2C3OC1C23,OC1CCC2C3OC1C23,-420.12748,-422.523285,2,3.2,80.86408725
5535,O=C1C=CN2C3CC1C23,OC1CCN2C3CC1C23,-400.259124,-402.647006,2,3.22,70.463169
5536,O=C1C=CC2C3CC2C13,OC1CCC2C3CC2C13,-384.212974,-386.60414,2,3.25,74.77424
5537,O=C1C=CC2C3OC2C13,OC1CCC2C3OC2C13,-420.106463,-422.500974,2,3.2,79.16538875
5538,O=C1C=CC2C1C1CN21,OC1CCC2C1C1CN21,-400.255154,-402.643451,2,3.22,71.00796025
5539,O=C1C=CC2C3CC3C12,OC1CCC2C3CC3C12,-384.223254,-386.607764,2,3.25,66.036576
5540,O=C1C=CC2C3CN3C12,OC1CCC2C3CN3C12,-400.252471,-402.638918,2,3.22,68.57937275
5541,O=C1C=CC2C3NC3C12,OC1CCC2C3NC3C12,-400.257985,-402.652855,2,3.22,79.636666
5542,O=C1C=CC2C3OC3C12,OC1CCC2C3OC3C12,-420.129262,-422.521652,2,3.2,76.381046
5543,O=C1C=CC2C=CCC12,OC1CCC2CCCC12,-384.273629,-387.869163,3,4.8,82.46257917
5544,O=C1C=CC2CC2C1=O,OC1CCC2CC2C1O,-420.169337,-423.759851,3,4.72,78.0692425
5545,O=C1C=CC2NC2C1=O,OC1CCC2NC2C1O,-436.202148,-439.806156,3,4.68,89.8787415
5546,O=C1C=CC2OC2C1=O,OC1CCC2OC2C1O,-456.069544,-459.676599,3,4.65,92.54537433
5547,O=C1C=CC2CC2C=C1,OC1CCC2CC2CC1,-384.234137,-387.839051,3,4.8,90.6716425
5548,O=C1C=CC2CN2C=C1,OC1CCC2CN2CC1,-400.262026,-403.86931,3,4.76,92.7457875
5549,O=C1C=CC2OC2C=C1,OC1CCC2OC2CC1,-420.139286,-423.750277,3,4.72,95.99003033
5550,O=C1C=CC2CC3C1N23,OC1CCC2CC3C1N23,-400.260113,-402.653941,2,3.22,78.2687805
5551,O=C1C=CC2CC3C2C13,OC1CCC2CC3C2C13,-384.226983,-386.617162,2,3.25,73.47855575
5552,O=C1C=CC2CN3C2C13,OC1CCC2CN3C2C13,-400.255804,-402.647434,2,3.22,75.383356
5553,O=C1C=CC2OC3C2C13,OC1CCC2OC3C2C13,-420.126231,-422.52343,2,3.2,82.69406075
5554,O=C1C=CC2CC=CC12,OC1CCC2CCCC12,-384.274289,-387.869163,3,4.8,81.88496917
5555,O=C1C=CC2CC1CO2,OC1CCC2CC1CO2,-421.38334,-423.782185,2,3.15,84.85484725
5556,O=C1C=CC2CCC1C2,OC1CCC2CCC1C2,-385.481093,-387.872909,2,3.2,75.6275275
5557,O=C1C=CC2CCC1O2,OC1CCC2CCC1O2,-421.385008,-423.786742,2,3.15,88.647382
5558,O=C1C=CC2COC1C2,OC1CCC2COC1C2,-421.382557,-423.778888,2,3.15,81.55459375
5559,O=C1C=CC2COC1O2,OC1CCC2COC1O2,-457.290223,-459.696165,2,3.1,94.171434
5560,O=C1C=CC2OCC1O2,OC1CCC2OCC1O2,-457.290313,-459.696521,2,3.1,94.5206255
5561,O=C1C=CC2CCC=C12,OC1CCC2CCCC12,-384.261835,-387.869163,3,4.8,92.78429483
5562,O=C1C=CC2OCC=C12,OC1CCC2OCCC12,-420.159213,-423.776718,3,4.72,101.690866
5563,O=C1C=CC2CCCC12,OC1CCC2CCCC12,-385.480858,-387.869163,2,3.2,71.01846225
5564,O=C1C=CC2CCOC12,OC1CCC2CCOC12,-421.381827,-423.773822,2,3.15,75.86250975
5565,O=C1C=CC2COCC12,OC1CCC2COCC12,-421.385978,-423.772305,2,3.15,68.42184275
5566,O=C1C=CC2OCCC12,OC1CCC2OCCC12,-421.387603,-423.776718,2,3.15,72.08178975
5567,O=C1C=CC2OCOC12,OC1CCC2OCOC12,-457.290017,-459.684564,2,3.1,79.21264775
5568,O=C1C=CC=CC2CC12,OC1CCCCC2CC12,-384.238496,-387.834641,3,4.8,82.997306
5569,O=C1C=CC=CC2NC12,OC1CCCCC2NC12,-400.272992,-403.881248,3,4.76,93.5964495
5570,O=C1C=CC=CC2OC12,OC1CCCCC2OC12,-420.143019,-423.742933,3,4.72,86.29580917
5571,O=C1C=CCC11CCC1,OC1CCCC11CCC1,-385.45142,-387.838902,2,3.2,69.938069
5572,O=C1C=CCC11CCO1,OC1CCCC11CCO1,-421.356601,-423.750147,2,3.15,77.898585
5573,O=C1C=CCC11COC1,OC1CCCC11COC1,-421.354079,-423.742585,2,3.15,71.282325
5574,O=C1C=CCC1C1CC1,OC1CCCC1C1CC1,-385.444847,-387.83445,2,3.2,72.72241175
5575,O=C1C=CCC1C1CO1,OC1CCCC1C1CO1,-421.3536,-423.742754,2,3.15,72.132987
5576,O=C1C=CCC1N1CC1,OC1CCCC1N1CC1,-401.472836,-403.86558,2,3.17,76.8457595
5577,O=C1C=CCC2CC1C2,OC1CCCC2CC1C2,-385.448603,-387.84052,2,3.2,75.76011525
5578,O=C1C=CCC2CC1O2,OC1CCCC2CC1O2,-421.356715,-423.755189,2,3.15,84.367817
5579,O=C1C=CCC2CCC12,OC1CCCC2CCC12,-385.448688,-387.84384,2,3.2,80.0068615
5580,O=C1C=CCC2COC12,OC1CCCC2COC12,-421.351987,-423.752131,2,3.15,86.5601095
5581,O=C1C=CCC2OCC12,OC1CCCC2OCC12,-421.359019,-423.749604,2,3.15,74.01153225
5582,O=C1C=CCC=CC1=O,OC1CCCCCC1O,-420.167335,-424.974046,4,6.2,90.77600613
5583,O=C1C=CCC=CC=C1,OC1CCCCCCC1,-384.240787,-389.047566,4,6.29,90.82063963
5584,O=C1C=CCCC11CC1,OC1CCCCC11CC1,-385.454889,-387.846658,2,3.2,75.56582825
5585,O=C1C=CCCC11CN1,OC1CCCCC11CN1,-401.491644,-403.883934,2,3.17,76.249771
5586,O=C1C=CCCC11CO1,OC1CCCCC11CO1,-421.357415,-423.756037,2,3.15,84.562104
5587,O=C1C=CCOC11CC1,OC1CCCOC11CC1,-421.352078,-423.749928,2,3.15,83.548661
5588,O=C1C=CCCC2CC12,OC1CCCCC2CC12,-385.442904,-387.834641,2,3.2,75.52382025
5589,O=C1C=CCCC2NC12,OC1CCCCC2NC12,-401.481383,-403.881248,2,3.17,86.19385225
5590,O=C1C=CCCC2OC12,OC1CCCCC2OC12,-421.351065,-423.742933,2,3.15,75.6957905
5591,O=C1C=CCCN2CC12,OC1CCCCN2CC12,-401.468363,-403.865675,2,3.17,82.8424015
5592,O=C1C=CCOC2CC12,OC1CCCOC2CC12,-421.339718,-423.741319,2,3.15,88.47278625
5593,O=C1C=CCCCC=C1,OC1CCCCCCC1,-385.438578,-389.047566,3,4.72,94.2370715
5594,O=C1C=CCOCC=C1,OC1CCCOCCC1,-421.341034,-424.955402,3,4.65,98.94546817
5595,O=C1CC(=O)C2(CC2)C1,OC1CC(O)C2(CC2)C1,-421.384022,-423.751532,2,3.15,43.719826
5596,O=C1CC(=O)C2(CN2)C1,OC1CC(O)C2(CN2)C1,-437.421018,-439.796642,2,3.12,54.3714795
5597,O=C1CC(=O)C2(CO2)C1,OC1CC(O)C2(CO2)C1,-457.284418,-459.666571,2,3.1,62.94242425
5598,O=C1CC(=O)C2CC1C2,OC1CC(O)C2CC1C2,-421.384768,-423.757094,2,3.15,50.04203
5599,O=C1CC(=O)C2CCC12,OC1CC(O)C2CCC12,-421.379688,-423.756297,2,3.15,55.66453825
5600,O=C1CC(=O)C2OCC12,OC1CC(O)C2OCC12,-457.282007,-459.669491,2,3.1,69.9406945
5601,O=C1CC(C1)C1CCC1,OC1CC(C1)C1CCC1,-386.622808,-387.808314,1,1.6,48.3170765
5602,O=C1CC(C1)C1CCO1,OC1CC(C1)C1CCO1,-422.532931,-423.718314,1,1.57,47.99414
5603,O=C1CC(C1)C1COC1,OC1CC(C1)C1COC1,-422.525948,-423.712292,1,1.57,50.5172455
5604,O=C1CN(C1)C1COC1,OC1CN(C1)C1COC1,-438.552152,-439.741641,1,1.56,58.774443
5605,O=C1CC(C1)OC1CC1,OC1CC(C1)OC1CC1,-422.520955,-423.706424,1,1.57,48.219933
5606,O=C1CC(CC2CC2)C1,OC1CC(CC2CC2)C1,-386.619483,-387.805729,1,1.6,50.2599465
5607,O=C1CC(CC2CO2)C1,OC1CC(CC2CO2)C1,-422.528242,-423.714435,1,1.57,50.120795
5608,O=C1CC(CN2CC2)C1,OC1CC(CN2CC2)C1,-402.648272,-403.834193,1,1.59,49.406659
5609,O=C1CN(CC2CN2)C1,OC1CN(CC2CN2)C1,-418.680772,-419.870168,1,1.57,58.5302715
5610,O=C1CN(CC2CO2)C1,OC1CN(CC2CO2)C1,-438.552427,-439.741803,1,1.56,58.4777615
5611,O=C1CC2(C1)C1CC2C1,OC1CC2(C1)C1CC2C1,-385.383869,-386.570308,1,1.62,50.766668
5612,O=C1CC2(C1)C1CC2O1,OC1CC2(C1)C1CC2O1,-421.27861,-422.465927,1,1.6,53.071857
5613,O=C1CC2(C1)C1CN2C1,OC1CC2(C1)C1CN2C1,-401.407263,-402.595012,1,1.61,54.206073
5614,O=C1CC2(C1)C1CCC21,OC1CC2(C1)C1CCC21,-385.398086,-386.584684,1,1.62,51.1841225
5615,O=C1CC2(C1)C1CCN21,OC1CC2(C1)C1CCN21,-401.433897,-402.621912,1,1.61,54.904456
5616,O=C1CC2(C1)C1COC21,OC1CC2(C1)C1COC21,-421.297141,-422.483482,1,1.6,50.509369
5617,O=C1CC2(C1)CC=CC2,OC1CC2(C1)CCCC2,-385.44596,-387.840656,2,3.2,79.4082475
5618,O=C1CC2(C1)CCC=C2,OC1CC2(C1)CCCC2,-385.446426,-387.840656,2,3.2,78.796506
5619,O=C1CC2(C1)CCCC2,OC1CC2(C1)CCCC2,-386.654161,-387.840656,1,1.6,50.913696
5620,O=C1CC2(C1)CCCO2,OC1CC2(C1)CCCO2,-422.563688,-423.751908,1,1.57,55.4426835
5621,O=C1CC2(C1)CCOC2,OC1CC2(C1)CCOC2,-422.557272,-423.744602,1,1.57,53.1059885
5622,O=C1CC2(C1)COCO2,OC1CC2(C1)COCO2,-458.470104,-459.659045,1,1.55,57.335669
5623,O=C1CC2(CC12)C1CC1,OC1CC2(CC12)C1CC1,-385.400894,-386.584168,1,1.62,42.4569605
5624,O=C1CC2(CC12)C1CO1,OC1CC2(CC12)C1CO1,-421.309683,-422.493768,1,1.6,44.586241
5625,O=C1CC2(CC12)N1CC1,OC1CC2(CC12)N1CC1,-401.429704,-402.613886,1,1.61,44.8409145
5626,O=C1CC2(NC12)C1CC1,OC1CC2(NC12)C1CC1,-401.432664,-402.625512,1,1.61,67.5934975
5627,O=C1CC2(NC12)C1CN1,OC1CC2(NC12)C1CN1,-417.468393,-418.661884,1,1.6,69.281694
5628,O=C1CC2(NC12)C1CO1,OC1CC2(NC12)C1CO1,-437.341489,-438.534753,1,1.59,68.6857055
5629,O=C1CC2(OC12)C1CC1,OC1CC2(OC12)C1CC1,-421.303485,-422.497283,1,1.6,70.0877225
5630,O=C1CC2(OC12)C1CN1,OC1CC2(OC12)C1CN1,-437.340351,-438.534721,1,1.59,71.5895085
5631,O=C1CC2(OC12)C1CO1,OC1CC2(OC12)C1CO1,-457.20837,-458.402669,1,1.57,71.403098
5632,O=C1CC2(CC2)C11CC1,OC1CC2(CC2)C11CC1,-385.400661,-386.585393,1,1.62,46.2849395
5633,O=C1CC2(CC2)C11CN1,OC1CC2(CC2)C11CN1,-401.438153,-402.625077,1,1.61,52.0400355
5634,O=C1CC2(CC2)C11CO1,OC1CC2(CC2)C11CO1,-421.304305,-422.496016,1,1.6,64.608304
5635,O=C1CC2(CN2)C11CC1,OC1CC2(CN2)C11CC1,-401.439416,-402.625249,1,1.61,49.175615
5636,O=C1CC2(CN2)C11CN1,OC1CC2(CN2)C11CN1,-417.475612,-418.663114,1,1.6,53.5575745
5637,O=C1CC2(CN2)C11CO1,OC1CC2(CN2)C11CO1,-437.341503,-438.534032,1,1.59,66.755963
5638,O=C1CC2(CO2)C11CC1,OC1CC2(CO2)C11CC1,-421.311334,-422.497685,1,1.6,50.535624
5639,O=C1CC2(CO2)C11CN1,OC1CC2(CO2)C11CN1,-437.347334,-438.535551,1,1.59,55.434807
5640,O=C1CC2(CO2)C11CO1,OC1CC2(CO2)C11CO1,-457.212535,-458.405812,1,1.57,68.719837
5641,O=C1CC2(CC2)C2CC12,OC1CC2(CC2)C2CC12,-385.432995,-386.616868,1,1.62,44.029635
5642,O=C1CC2(CC2)C2NC12,OC1CC2(CC2)C2NC12,-401.468147,-402.658662,1,1.61,61.468206
5643,O=C1CC2(CC2)C2OC12,OC1CC2(CC2)C2OC12,-421.338382,-422.529906,1,1.6,64.1173355
5644,O=C1CC2(CC2)N2CC12,OC1CC2(CC2)N2CC12,-401.46284,-402.648373,1,1.61,48.387965
5645,O=C1CC2(CN2)C2NC12,OC1CC2(CN2)C2NC12,-417.505901,-418.696947,1,1.6,62.8623465
5646,O=C1CC2(CN2)C2OC12,OC1CC2(CN2)C2OC12,-437.375036,-438.563897,1,1.59,57.125629
5647,O=C1CC2(CO2)C2CC12,OC1CC2(CO2)C2CC12,-421.343848,-422.528491,1,1.6,46.05127
5648,O=C1CC2(CO2)C2NC12,OC1CC2(CO2)C2NC12,-437.377255,-438.568543,1,1.59,63.4977175
5649,O=C1CC2(CO2)C2OC12,OC1CC2(CO2)C2OC12,-457.245913,-458.438314,1,1.57,66.419899
5650,O=C1CC2(CC2)CC1=O,OC1CC2(CC2)CC1O,-421.366923,-423.754918,2,3.15,70.61150975
5651,O=C1CC2(CN2)CC1=O,OC1CC2(CN2)CC1O,-437.40442,-439.794297,2,3.12,73.08210525
5652,O=C1CC2(CO2)CC1=O,OC1CC2(CO2)CC1O,-457.276061,-459.66817,2,3.1,76.01216325
5653,O=C1CC2(C1)OC1CC21,OC1CC2(C1)OC1CC21,-421.306028,-422.494021,1,1.6,54.846695
5654,O=C1CC2(CC3CC23)C1,OC1CC2(CC3CC23)C1,-385.401226,-386.587913,1,1.62,51.417792
5655,O=C1CC2(CC3CN23)C1,OC1CC2(CC3CN23)C1,-401.43791,-402.626295,1,1.61,55.875891
5656,O=C1CC2(CC3NC23)C1,OC1CC2(CC3NC23)C1,-401.437064,-402.623475,1,1.61,50.693154
5657,O=C1CC2(CC3OC23)C1,OC1CC2(CC3OC23)C1,-421.307886,-422.494661,1,1.6,51.648836
5658,O=C1CC23CC(C2)CC13,OC1CC23CC(C2)CC13,-385.404525,-386.586491,1,1.62,39.0228065
5659,O=C1CC23CC(C2)OC13,OC1CC23CC(C2)OC13,-421.299119,-422.484036,1,1.6,46.770657
5660,O=C1CC23CC(CC12)O3,OC1CC23CC(CC12)O3,-421.314811,-422.504128,1,1.6,58.322857
5661,O=C1CC23CC(C=C2)C13,OC1CC23CC(CC2)C13,-384.14148,-386.548869,2,3.25,96.07098325
5662,O=C1CC23CC(CC2)C13,OC1CC23CC(CC2)C13,-385.370936,-386.548869,1,1.62,28.434165
5663,O=C1CC23CC(CO2)C13,OC1CC23CC(CO2)C13,-421.27828,-422.464438,1,1.6,50.0289025
5664,O=C1CC23CC(OC2)C13,OC1CC23CC(OC2)C13,-421.271326,-422.450312,1,1.6,31.1988165
5665,O=C1CC23CCC(O2)C13,OC1CC23CCC(O2)C13,-421.312844,-422.50346,1,1.6,61.7333815
5666,O=C1CC23CC12C=CC3,OC1CC23CC12CCC3,-384.215836,-386.610637,2,3.25,79.54608625
5667,O=C1CC23CC=CC12N3,OC1CC23CCCC12N3,-400.249171,-402.64793,2,3.22,84.74195075
